Entity,Code,Date,Total confirmed cases of COVID-19
Sao Tome and Principe,STP,2020-10-20,933
Sao Tome and Principe,STP,2020-10-21,935
Sao Tome and Principe,STP,2020-10-22,935
Sao Tome and Principe,STP,2020-10-23,938
Sao Tome and Principe,STP,2020-10-24,940
Sao Tome and Principe,STP,2020-10-25,940
Sao Tome and Principe,STP,2020-10-26,941
Sao Tome and Principe,STP,2020-10-27,941
Sao Tome and Principe,STP,2020-10-28,943
Sao Tome and Principe,STP,2020-10-29,944
Sao Tome and Principe,STP,2020-10-30,945
Sao Tome and Principe,STP,2020-10-31,945
Sao Tome and Principe,STP,2020-11-01,949
Sao Tome and Principe,STP,2020-11-02,949
Sao Tome and Principe,STP,2020-11-03,954
Sao Tome and Principe,STP,2020-11-04,958
Sao Tome and Principe,STP,2020-11-05,958
Sao Tome and Principe,STP,2020-11-06,960
Sao Tome and Principe,STP,2020-11-07,962
Sao Tome and Principe,STP,2020-11-08,962
Sao Tome and Principe,STP,2020-11-09,962
Sao Tome and Principe,STP,2020-11-10,962
Sao Tome and Principe,STP,2020-11-11,962
Sao Tome and Principe,STP,2020-11-12,963
Sao Tome and Principe,STP,2020-11-13,963
Sao Tome and Principe,STP,2020-11-14,964
Sao Tome and Principe,STP,2020-11-15,965
Sao Tome and Principe,STP,2020-11-16,965
Sao Tome and Principe,STP,2020-11-17,967
Sao Tome and Principe,STP,2020-11-18,967
Sao Tome and Principe,STP,2020-11-19,974
Sao Tome and Principe,STP,2020-11-20,974
Sao Tome and Principe,STP,2020-11-21,979
Sao Tome and Principe,STP,2020-11-22,979
Sao Tome and Principe,STP,2020-11-23,981
Sao Tome and Principe,STP,2020-11-24,981
Sao Tome and Principe,STP,2020-11-25,982
Sao Tome and Principe,STP,2020-11-26,985
Sao Tome and Principe,STP,2020-11-27,985
Sao Tome and Principe,STP,2020-11-28,989
Sao Tome and Principe,STP,2020-11-29,989
Sao Tome and Principe,STP,2020-11-30,991
Sao Tome and Principe,STP,2020-12-01,996
Sao Tome and Principe,STP,2020-12-02,997
Sao Tome and Principe,STP,2020-12-03,997
Sao Tome and Principe,STP,2020-12-04,999
Sao Tome and Principe,STP,2020-12-05,999
Sao Tome and Principe,STP,2020-12-06,999
Sao Tome and Principe,STP,2020-12-07,1002
Sao Tome and Principe,STP,2020-12-08,1005
Sao Tome and Principe,STP,2020-12-09,1005
Sao Tome and Principe,STP,2020-12-10,1009
Sao Tome and Principe,STP,2020-12-11,1009
Sao Tome and Principe,STP,2020-12-12,1009
Sao Tome and Principe,STP,2020-12-13,1009
Sao Tome and Principe,STP,2020-12-14,1010
Sao Tome and Principe,STP,2020-12-15,1010
Sao Tome and Principe,STP,2020-12-16,1010
Sao Tome and Principe,STP,2020-12-17,1011
Sao Tome and Principe,STP,2020-12-18,1011
Sao Tome and Principe,STP,2020-12-19,1012
Sao Tome and Principe,STP,2020-12-20,1012
Sao Tome and Principe,STP,2020-12-21,1012
Sao Tome and Principe,STP,2020-12-22,1012
Sao Tome and Principe,STP,2020-12-23,1012
Sao Tome and Principe,STP,2020-12-24,1012
Sao Tome and Principe,STP,2020-12-25,1014
Sao Tome and Principe,STP,2020-12-26,1014
Sao Tome and Principe,STP,2020-12-27,1014
Sao Tome and Principe,STP,2020-12-28,1014
Sao Tome and Principe,STP,2020-12-29,1014
Sao Tome and Principe,STP,2020-12-30,1014
Sao Tome and Principe,STP,2020-12-31,1014
Sao Tome and Principe,STP,2021-01-01,1022
Sao Tome and Principe,STP,2021-01-02,1024
Sao Tome and Principe,STP,2021-01-03,1024
Sao Tome and Principe,STP,2021-01-04,1024
Sao Tome and Principe,STP,2021-01-05,1024
Sao Tome and Principe,STP,2021-01-06,1025
Sao Tome and Principe,STP,2021-01-07,1035
Sao Tome and Principe,STP,2021-01-08,1054
Sao Tome and Principe,STP,2021-01-09,1066
Sao Tome and Principe,STP,2021-01-10,1066
Sao Tome and Principe,STP,2021-01-11,1066
Sao Tome and Principe,STP,2021-01-12,1090
Sao Tome and Principe,STP,2021-01-13,1105
Sao Tome and Principe,STP,2021-01-14,1119
Sao Tome and Principe,STP,2021-01-15,1125
Sao Tome and Principe,STP,2021-01-16,1130
Sao Tome and Principe,STP,2021-01-17,1142
Sao Tome and Principe,STP,2021-01-18,1142
Sao Tome and Principe,STP,2021-01-19,1151
Sao Tome and Principe,STP,2021-01-20,1170
Sao Tome and Principe,STP,2021-01-21,1171
Sao Tome and Principe,STP,2021-01-22,1182
Sao Tome and Principe,STP,2021-01-23,1188
Sao Tome and Principe,STP,2021-01-24,1188
Sao Tome and Principe,STP,2021-01-25,1189
Sao Tome and Principe,STP,2021-01-26,1210
Sao Tome and Principe,STP,2021-01-27,1221
Sao Tome and Principe,STP,2021-01-28,1232
Sao Tome and Principe,STP,2021-01-29,1245
Sao Tome and Principe,STP,2021-01-30,1256
Sao Tome and Principe,STP,2021-01-31,1257
Sao Tome and Principe,STP,2021-02-01,1259
Sao Tome and Principe,STP,2021-02-02,1283
Sao Tome and Principe,STP,2021-02-03,1287
Sao Tome and Principe,STP,2021-02-04,1298
Sao Tome and Principe,STP,2021-02-05,1346
Sao Tome and Principe,STP,2021-02-06,1351
Sao Tome and Principe,STP,2021-02-07,1351
Sao Tome and Principe,STP,2021-02-08,1355
Sao Tome and Principe,STP,2021-02-09,1385
Sao Tome and Principe,STP,2021-02-10,1430
Sao Tome and Principe,STP,2021-02-11,1431
Sao Tome and Principe,STP,2021-02-12,1478
Sao Tome and Principe,STP,2021-02-13,1482
Sao Tome and Principe,STP,2021-02-14,1482
Sao Tome and Principe,STP,2021-02-15,1482
Sao Tome and Principe,STP,2021-02-16,1520
Sao Tome and Principe,STP,2021-02-17,1535
Sao Tome and Principe,STP,2021-02-18,1548
Sao Tome and Principe,STP,2021-02-19,1578
Sao Tome and Principe,STP,2021-02-20,1578
Saudi Arabia,SAU,2020-03-02,1
Saudi Arabia,SAU,2020-03-03,1
Saudi Arabia,SAU,2020-03-04,1
Saudi Arabia,SAU,2020-03-05,5
Saudi Arabia,SAU,2020-03-06,5
Saudi Arabia,SAU,2020-03-07,5
Saudi Arabia,SAU,2020-03-08,11
Saudi Arabia,SAU,2020-03-09,15
Saudi Arabia,SAU,2020-03-10,20
Saudi Arabia,SAU,2020-03-11,21
Saudi Arabia,SAU,2020-03-12,45
Saudi Arabia,SAU,2020-03-13,86
Saudi Arabia,SAU,2020-03-14,103
Saudi Arabia,SAU,2020-03-15,103
Saudi Arabia,SAU,2020-03-16,118
Saudi Arabia,SAU,2020-03-17,171
Saudi Arabia,SAU,2020-03-18,171
Saudi Arabia,SAU,2020-03-19,274
Saudi Arabia,SAU,2020-03-20,344
Saudi Arabia,SAU,2020-03-21,392
Saudi Arabia,SAU,2020-03-22,511
Saudi Arabia,SAU,2020-03-23,562
Saudi Arabia,SAU,2020-03-24,767
Saudi Arabia,SAU,2020-03-25,900
Saudi Arabia,SAU,2020-03-26,1012
Saudi Arabia,SAU,2020-03-27,1104
Saudi Arabia,SAU,2020-03-28,1203
Saudi Arabia,SAU,2020-03-29,1299
Saudi Arabia,SAU,2020-03-30,1453
Saudi Arabia,SAU,2020-03-31,1563
Saudi Arabia,SAU,2020-04-01,1720
Saudi Arabia,SAU,2020-04-02,1885
Saudi Arabia,SAU,2020-04-03,2039
Saudi Arabia,SAU,2020-04-04,2179
Saudi Arabia,SAU,2020-04-05,2402
Saudi Arabia,SAU,2020-04-06,2605
Saudi Arabia,SAU,2020-04-07,2795
Saudi Arabia,SAU,2020-04-08,2932
Saudi Arabia,SAU,2020-04-09,3287
Saudi Arabia,SAU,2020-04-10,3651
Saudi Arabia,SAU,2020-04-11,4033
Saudi Arabia,SAU,2020-04-12,4462
Saudi Arabia,SAU,2020-04-13,4934
Saudi Arabia,SAU,2020-04-14,5369
Saudi Arabia,SAU,2020-04-15,5862
Saudi Arabia,SAU,2020-04-16,6380
Saudi Arabia,SAU,2020-04-17,7142
Saudi Arabia,SAU,2020-04-18,8274
Saudi Arabia,SAU,2020-04-19,9362
Saudi Arabia,SAU,2020-04-20,10484
Saudi Arabia,SAU,2020-04-21,11631
Saudi Arabia,SAU,2020-04-22,12772
Saudi Arabia,SAU,2020-04-23,13930
Saudi Arabia,SAU,2020-04-24,15102
Saudi Arabia,SAU,2020-04-25,16299
Saudi Arabia,SAU,2020-04-26,17522
Saudi Arabia,SAU,2020-04-27,18811
Saudi Arabia,SAU,2020-04-28,20077
Saudi Arabia,SAU,2020-04-29,21402
Saudi Arabia,SAU,2020-04-30,22753
Saudi Arabia,SAU,2020-05-01,24097
Saudi Arabia,SAU,2020-05-02,25459
Saudi Arabia,SAU,2020-05-03,27011
Saudi Arabia,SAU,2020-05-04,28656
Saudi Arabia,SAU,2020-05-05,30251
Saudi Arabia,SAU,2020-05-06,31938
Saudi Arabia,SAU,2020-05-07,33731
Saudi Arabia,SAU,2020-05-08,35432
Saudi Arabia,SAU,2020-05-09,37136
Saudi Arabia,SAU,2020-05-10,39048
Saudi Arabia,SAU,2020-05-11,41014
Saudi Arabia,SAU,2020-05-12,42925
Saudi Arabia,SAU,2020-05-13,44830
Saudi Arabia,SAU,2020-05-14,46869
Saudi Arabia,SAU,2020-05-15,49176
Saudi Arabia,SAU,2020-05-16,52016
Saudi Arabia,SAU,2020-05-17,54752
Saudi Arabia,SAU,2020-05-18,57345
Saudi Arabia,SAU,2020-05-19,59854
Saudi Arabia,SAU,2020-05-20,62545
Saudi Arabia,SAU,2020-05-21,65077
Saudi Arabia,SAU,2020-05-22,67719
Saudi Arabia,SAU,2020-05-23,70161
Saudi Arabia,SAU,2020-05-24,72560
Saudi Arabia,SAU,2020-05-25,74795
Saudi Arabia,SAU,2020-05-26,76726
Saudi Arabia,SAU,2020-05-27,78541
Saudi Arabia,SAU,2020-05-28,80185
Saudi Arabia,SAU,2020-05-29,81766
Saudi Arabia,SAU,2020-05-30,83384
Saudi Arabia,SAU,2020-05-31,85261
Saudi Arabia,SAU,2020-06-01,87142
Saudi Arabia,SAU,2020-06-02,89011
Saudi Arabia,SAU,2020-06-03,91182
Saudi Arabia,SAU,2020-06-04,93157
Saudi Arabia,SAU,2020-06-05,95748
Saudi Arabia,SAU,2020-06-06,98869
Saudi Arabia,SAU,2020-06-07,101914
Saudi Arabia,SAU,2020-06-08,105283
Saudi Arabia,SAU,2020-06-09,108571
Saudi Arabia,SAU,2020-06-10,112288
Saudi Arabia,SAU,2020-06-11,116021
Saudi Arabia,SAU,2020-06-12,119942
Saudi Arabia,SAU,2020-06-13,123308
Saudi Arabia,SAU,2020-06-14,127541
Saudi Arabia,SAU,2020-06-15,132048
Saudi Arabia,SAU,2020-06-16,136315
Saudi Arabia,SAU,2020-06-17,141234
Saudi Arabia,SAU,2020-06-18,145991
Saudi Arabia,SAU,2020-06-19,150292
Saudi Arabia,SAU,2020-06-20,154233
Saudi Arabia,SAU,2020-06-21,157612
Saudi Arabia,SAU,2020-06-22,161005
Saudi Arabia,SAU,2020-06-23,164144
Saudi Arabia,SAU,2020-06-24,167267
Saudi Arabia,SAU,2020-06-25,170639
Saudi Arabia,SAU,2020-06-26,174577
Saudi Arabia,SAU,2020-06-27,178504
Saudi Arabia,SAU,2020-06-28,182493
Saudi Arabia,SAU,2020-06-29,186436
Saudi Arabia,SAU,2020-06-30,190823
Saudi Arabia,SAU,2020-07-01,194225
Saudi Arabia,SAU,2020-07-02,197608
Saudi Arabia,SAU,2020-07-03,201801
Saudi Arabia,SAU,2020-07-04,205929
Saudi Arabia,SAU,2020-07-05,209509
Saudi Arabia,SAU,2020-07-06,213716
Saudi Arabia,SAU,2020-07-07,217108
Saudi Arabia,SAU,2020-07-08,220144
Saudi Arabia,SAU,2020-07-09,223327
Saudi Arabia,SAU,2020-07-10,226486
Saudi Arabia,SAU,2020-07-11,229480
Saudi Arabia,SAU,2020-07-12,232259
Saudi Arabia,SAU,2020-07-13,235111
Saudi Arabia,SAU,2020-07-14,237803
Saudi Arabia,SAU,2020-07-15,240474
Saudi Arabia,SAU,2020-07-16,243238
Saudi Arabia,SAU,2020-07-17,245851
Saudi Arabia,SAU,2020-07-18,248416
Saudi Arabia,SAU,2020-07-19,250920
Saudi Arabia,SAU,2020-07-20,253349
Saudi Arabia,SAU,2020-07-21,255825
Saudi Arabia,SAU,2020-07-22,258156
Saudi Arabia,SAU,2020-07-23,260394
Saudi Arabia,SAU,2020-07-24,262772
Saudi Arabia,SAU,2020-07-25,264973
Saudi Arabia,SAU,2020-07-26,266941
Saudi Arabia,SAU,2020-07-27,268934
Saudi Arabia,SAU,2020-07-28,270831
Saudi Arabia,SAU,2020-07-29,272590
Saudi Arabia,SAU,2020-07-30,274219
Saudi Arabia,SAU,2020-07-31,275905
Saudi Arabia,SAU,2020-08-01,277478
Saudi Arabia,SAU,2020-08-02,278835
Saudi Arabia,SAU,2020-08-03,280093
Saudi Arabia,SAU,2020-08-04,281456
Saudi Arabia,SAU,2020-08-05,282824
Saudi Arabia,SAU,2020-08-06,284226
Saudi Arabia,SAU,2020-08-07,285793
Saudi Arabia,SAU,2020-08-08,287262
Saudi Arabia,SAU,2020-08-09,288690
Saudi Arabia,SAU,2020-08-10,289947
Saudi Arabia,SAU,2020-08-11,291468
Saudi Arabia,SAU,2020-08-12,293037
Saudi Arabia,SAU,2020-08-13,294519
Saudi Arabia,SAU,2020-08-14,295902
Saudi Arabia,SAU,2020-08-15,297315
Saudi Arabia,SAU,2020-08-16,298542
Saudi Arabia,SAU,2020-08-17,299914
Saudi Arabia,SAU,2020-08-18,301323
Saudi Arabia,SAU,2020-08-19,302686
Saudi Arabia,SAU,2020-08-20,303973
Saudi Arabia,SAU,2020-08-21,305186
Saudi Arabia,SAU,2020-08-22,306370
Saudi Arabia,SAU,2020-08-23,307479
Saudi Arabia,SAU,2020-08-24,308654
Saudi Arabia,SAU,2020-08-25,309768
Saudi Arabia,SAU,2020-08-26,310836
Saudi Arabia,SAU,2020-08-27,311855
Saudi Arabia,SAU,2020-08-28,312924
Saudi Arabia,SAU,2020-08-29,313911
Saudi Arabia,SAU,2020-08-30,314821
Saudi Arabia,SAU,2020-08-31,315772
Saudi Arabia,SAU,2020-09-01,316670
Saudi Arabia,SAU,2020-09-02,317486
Saudi Arabia,SAU,2020-09-03,318319
Saudi Arabia,SAU,2020-09-04,319141
Saudi Arabia,SAU,2020-09-05,319932
Saudi Arabia,SAU,2020-09-06,320688
Saudi Arabia,SAU,2020-09-07,321456
Saudi Arabia,SAU,2020-09-08,322237
Saudi Arabia,SAU,2020-09-09,323012
Saudi Arabia,SAU,2020-09-10,323720
Saudi Arabia,SAU,2020-09-11,324407
Saudi Arabia,SAU,2020-09-12,325050
Saudi Arabia,SAU,2020-09-13,325651
Saudi Arabia,SAU,2020-09-14,326258
Saudi Arabia,SAU,2020-09-15,326930
Saudi Arabia,SAU,2020-09-16,327551
Saudi Arabia,SAU,2020-09-17,328144
Saudi Arabia,SAU,2020-09-18,328720
Saudi Arabia,SAU,2020-09-19,329271
Saudi Arabia,SAU,2020-09-20,329754
Saudi Arabia,SAU,2020-09-21,330246
Saudi Arabia,SAU,2020-09-22,330798
Saudi Arabia,SAU,2020-09-23,331359
Saudi Arabia,SAU,2020-09-24,331857
Saudi Arabia,SAU,2020-09-25,332329
Saudi Arabia,SAU,2020-09-26,332790
Saudi Arabia,SAU,2020-09-27,333193
Saudi Arabia,SAU,2020-09-28,333648
Saudi Arabia,SAU,2020-09-29,334187
Saudi Arabia,SAU,2020-09-30,334605
Saudi Arabia,SAU,2020-10-01,335097
Saudi Arabia,SAU,2020-10-02,335578
Saudi Arabia,SAU,2020-10-03,335997
Saudi Arabia,SAU,2020-10-04,336387
Saudi Arabia,SAU,2020-10-05,336766
Saudi Arabia,SAU,2020-10-06,337243
Saudi Arabia,SAU,2020-10-07,337711
Saudi Arabia,SAU,2020-10-08,338132
Saudi Arabia,SAU,2020-10-09,338539
Saudi Arabia,SAU,2020-10-10,338944
Saudi Arabia,SAU,2020-10-11,339267
Saudi Arabia,SAU,2020-10-12,339615
Saudi Arabia,SAU,2020-10-13,340089
Saudi Arabia,SAU,2020-10-14,340590
Saudi Arabia,SAU,2020-10-15,341062
Saudi Arabia,SAU,2020-10-16,341495
Saudi Arabia,SAU,2020-10-17,341854
Saudi Arabia,SAU,2020-10-18,342202
Saudi Arabia,SAU,2020-10-19,342583
Saudi Arabia,SAU,2020-10-20,342968
Saudi Arabia,SAU,2020-10-21,343373
Saudi Arabia,SAU,2020-10-22,343774
Saudi Arabia,SAU,2020-10-23,344157
Saudi Arabia,SAU,2020-10-24,344552
Saudi Arabia,SAU,2020-10-25,344875
Saudi Arabia,SAU,2020-10-26,345232
Saudi Arabia,SAU,2020-10-27,345631
Saudi Arabia,SAU,2020-10-28,346047
Saudi Arabia,SAU,2020-10-29,346482
Saudi Arabia,SAU,2020-10-30,346880
Saudi Arabia,SAU,2020-10-31,347282
Saudi Arabia,SAU,2020-11-01,347656
Saudi Arabia,SAU,2020-11-02,348037
Saudi Arabia,SAU,2020-11-03,348510
Saudi Arabia,SAU,2020-11-04,348936
Saudi Arabia,SAU,2020-11-05,349386
Saudi Arabia,SAU,2020-11-06,349822
Saudi Arabia,SAU,2020-11-07,350229
Saudi Arabia,SAU,2020-11-08,350592
Saudi Arabia,SAU,2020-11-09,350984
Saudi Arabia,SAU,2020-11-10,351455
Saudi Arabia,SAU,2020-11-11,351849
Saudi Arabia,SAU,2020-11-12,352160
Saudi Arabia,SAU,2020-11-13,352601
Saudi Arabia,SAU,2020-11-14,352950
Saudi Arabia,SAU,2020-11-15,353255
Saudi Arabia,SAU,2020-11-16,353556
Saudi Arabia,SAU,2020-11-17,353918
Saudi Arabia,SAU,2020-11-18,354208
Saudi Arabia,SAU,2020-11-19,354527
Saudi Arabia,SAU,2020-11-20,354813
Saudi Arabia,SAU,2020-11-21,355034
Saudi Arabia,SAU,2020-11-22,355258
Saudi Arabia,SAU,2020-11-23,355489
Saudi Arabia,SAU,2020-11-24,355741
Saudi Arabia,SAU,2020-11-25,356067
Saudi Arabia,SAU,2020-11-26,356389
Saudi Arabia,SAU,2020-11-27,356691
Saudi Arabia,SAU,2020-11-28,356911
Saudi Arabia,SAU,2020-11-29,357128
Saudi Arabia,SAU,2020-11-30,357360
Saudi Arabia,SAU,2020-12-01,357623
Saudi Arabia,SAU,2020-12-02,357872
Saudi Arabia,SAU,2020-12-03,358102
Saudi Arabia,SAU,2020-12-04,358336
Saudi Arabia,SAU,2020-12-05,358526
Saudi Arabia,SAU,2020-12-06,358713
Saudi Arabia,SAU,2020-12-07,358922
Saudi Arabia,SAU,2020-12-08,359115
Saudi Arabia,SAU,2020-12-09,359274
Saudi Arabia,SAU,2020-12-10,359415
Saudi Arabia,SAU,2020-12-11,359583
Saudi Arabia,SAU,2020-12-12,359749
Saudi Arabia,SAU,2020-12-13,359888
Saudi Arabia,SAU,2020-12-14,360013
Saudi Arabia,SAU,2020-12-15,360155
Saudi Arabia,SAU,2020-12-16,360335
Saudi Arabia,SAU,2020-12-17,360516
Saudi Arabia,SAU,2020-12-18,360690
Saudi Arabia,SAU,2020-12-19,360848
Saudi Arabia,SAU,2020-12-20,361010
Saudi Arabia,SAU,2020-12-21,361178
Saudi Arabia,SAU,2020-12-22,361359
Saudi Arabia,SAU,2020-12-23,361536
Saudi Arabia,SAU,2020-12-24,361725
Saudi Arabia,SAU,2020-12-25,361903
Saudi Arabia,SAU,2020-12-26,362066
Saudi Arabia,SAU,2020-12-27,362220
Saudi Arabia,SAU,2020-12-28,362339
Saudi Arabia,SAU,2020-12-29,362488
Saudi Arabia,SAU,2020-12-30,362601
Saudi Arabia,SAU,2020-12-31,362741
Saudi Arabia,SAU,2021-01-01,362878
Saudi Arabia,SAU,2021-01-02,362979
Saudi Arabia,SAU,2021-01-03,363061
Saudi Arabia,SAU,2021-01-04,363155
Saudi Arabia,SAU,2021-01-05,363259
Saudi Arabia,SAU,2021-01-06,363377
Saudi Arabia,SAU,2021-01-07,363485
Saudi Arabia,SAU,2021-01-08,363582
Saudi Arabia,SAU,2021-01-09,363692
Saudi Arabia,SAU,2021-01-10,363809
Saudi Arabia,SAU,2021-01-11,363949
Saudi Arabia,SAU,2021-01-12,364096
Saudi Arabia,SAU,2021-01-13,364271
Saudi Arabia,SAU,2021-01-14,364440
Saudi Arabia,SAU,2021-01-15,364613
Saudi Arabia,SAU,2021-01-16,364753
Saudi Arabia,SAU,2021-01-17,364929
Saudi Arabia,SAU,2021-01-18,365099
Saudi Arabia,SAU,2021-01-19,365325
Saudi Arabia,SAU,2021-01-20,365563
Saudi Arabia,SAU,2021-01-21,365775
Saudi Arabia,SAU,2021-01-22,365988
Saudi Arabia,SAU,2021-01-23,366185
Saudi Arabia,SAU,2021-01-24,366371
Saudi Arabia,SAU,2021-01-25,366584
Saudi Arabia,SAU,2021-01-26,366807
Saudi Arabia,SAU,2021-01-27,367023
Saudi Arabia,SAU,2021-01-28,367276
Saudi Arabia,SAU,2021-01-29,367543
Saudi Arabia,SAU,2021-01-30,367813
Saudi Arabia,SAU,2021-01-31,368074
Saudi Arabia,SAU,2021-02-01,368329
Saudi Arabia,SAU,2021-02-02,368639
Saudi Arabia,SAU,2021-02-03,368945
Saudi Arabia,SAU,2021-02-04,369248
Saudi Arabia,SAU,2021-02-05,369575
Saudi Arabia,SAU,2021-02-06,369961
Saudi Arabia,SAU,2021-02-07,370278
Saudi Arabia,SAU,2021-02-08,370634
Saudi Arabia,SAU,2021-02-09,370987
Saudi Arabia,SAU,2021-02-10,371356
Saudi Arabia,SAU,2021-02-11,371720
Saudi Arabia,SAU,2021-02-12,372073
Saudi Arabia,SAU,2021-02-13,372410
Saudi Arabia,SAU,2021-02-14,372732
Saudi Arabia,SAU,2021-02-15,373046
Saudi Arabia,SAU,2021-02-16,373368
Saudi Arabia,SAU,2021-02-17,373702
Saudi Arabia,SAU,2021-02-18,374029
Saudi Arabia,SAU,2021-02-19,374366
Saudi Arabia,SAU,2021-02-20,374691
Senegal,SEN,2020-03-02,1
Senegal,SEN,2020-03-03,2
Senegal,SEN,2020-03-04,4
Senegal,SEN,2020-03-05,4
Senegal,SEN,2020-03-06,4
Senegal,SEN,2020-03-07,4
Senegal,SEN,2020-03-08,4
Senegal,SEN,2020-03-09,4
Senegal,SEN,2020-03-10,4
Senegal,SEN,2020-03-11,4
Senegal,SEN,2020-03-12,4
Senegal,SEN,2020-03-13,10
Senegal,SEN,2020-03-14,10
Senegal,SEN,2020-03-15,24
Senegal,SEN,2020-03-16,24
Senegal,SEN,2020-03-17,26
Senegal,SEN,2020-03-18,31
Senegal,SEN,2020-03-19,31
Senegal,SEN,2020-03-20,38
Senegal,SEN,2020-03-21,47
Senegal,SEN,2020-03-22,67
Senegal,SEN,2020-03-23,79
Senegal,SEN,2020-03-24,86
Senegal,SEN,2020-03-25,99
Senegal,SEN,2020-03-26,105
Senegal,SEN,2020-03-27,119
Senegal,SEN,2020-03-28,130
Senegal,SEN,2020-03-29,142
Senegal,SEN,2020-03-30,162
Senegal,SEN,2020-03-31,175
Senegal,SEN,2020-04-01,190
Senegal,SEN,2020-04-02,195
Senegal,SEN,2020-04-03,207
Senegal,SEN,2020-04-04,219
Senegal,SEN,2020-04-05,222
Senegal,SEN,2020-04-06,226
Senegal,SEN,2020-04-07,237
Senegal,SEN,2020-04-08,244
Senegal,SEN,2020-04-09,250
Senegal,SEN,2020-04-10,265
Senegal,SEN,2020-04-11,278
Senegal,SEN,2020-04-12,280
Senegal,SEN,2020-04-13,291
Senegal,SEN,2020-04-14,299
Senegal,SEN,2020-04-15,314
Senegal,SEN,2020-04-16,335
Senegal,SEN,2020-04-17,342
Senegal,SEN,2020-04-18,350
Senegal,SEN,2020-04-19,367
Senegal,SEN,2020-04-20,377
Senegal,SEN,2020-04-21,412
Senegal,SEN,2020-04-22,442
Senegal,SEN,2020-04-23,479
Senegal,SEN,2020-04-24,545
Senegal,SEN,2020-04-25,614
Senegal,SEN,2020-04-26,671
Senegal,SEN,2020-04-27,736
Senegal,SEN,2020-04-28,823
Senegal,SEN,2020-04-29,882
Senegal,SEN,2020-04-30,933
Senegal,SEN,2020-05-01,1024
Senegal,SEN,2020-05-02,1115
Senegal,SEN,2020-05-03,1182
Senegal,SEN,2020-05-04,1271
Senegal,SEN,2020-05-05,1329
Senegal,SEN,2020-05-06,1433
Senegal,SEN,2020-05-07,1492
Senegal,SEN,2020-05-08,1551
Senegal,SEN,2020-05-09,1634
Senegal,SEN,2020-05-10,1709
Senegal,SEN,2020-05-11,1886
Senegal,SEN,2020-05-12,1995
Senegal,SEN,2020-05-13,2105
Senegal,SEN,2020-05-14,2189
Senegal,SEN,2020-05-15,2310
Senegal,SEN,2020-05-16,2429
Senegal,SEN,2020-05-17,2480
Senegal,SEN,2020-05-18,2544
Senegal,SEN,2020-05-19,2617
Senegal,SEN,2020-05-20,2714
Senegal,SEN,2020-05-21,2812
Senegal,SEN,2020-05-22,2909
Senegal,SEN,2020-05-23,2976
Senegal,SEN,2020-05-24,3047
Senegal,SEN,2020-05-25,3130
Senegal,SEN,2020-05-26,3161
Senegal,SEN,2020-05-27,3253
Senegal,SEN,2020-05-28,3348
Senegal,SEN,2020-05-29,3429
Senegal,SEN,2020-05-30,3535
Senegal,SEN,2020-05-31,3645
Senegal,SEN,2020-06-01,3739
Senegal,SEN,2020-06-02,3836
Senegal,SEN,2020-06-03,3932
Senegal,SEN,2020-06-04,4021
Senegal,SEN,2020-06-05,4155
Senegal,SEN,2020-06-06,4249
Senegal,SEN,2020-06-07,4328
Senegal,SEN,2020-06-08,4427
Senegal,SEN,2020-06-09,4516
Senegal,SEN,2020-06-10,4640
Senegal,SEN,2020-06-11,4759
Senegal,SEN,2020-06-12,4851
Senegal,SEN,2020-06-13,4996
Senegal,SEN,2020-06-14,5090
Senegal,SEN,2020-06-15,5173
Senegal,SEN,2020-06-16,5247
Senegal,SEN,2020-06-17,5369
Senegal,SEN,2020-06-18,5475
Senegal,SEN,2020-06-19,5639
Senegal,SEN,2020-06-20,5783
Senegal,SEN,2020-06-21,5888
Senegal,SEN,2020-06-22,5970
Senegal,SEN,2020-06-23,6034
Senegal,SEN,2020-06-24,6129
Senegal,SEN,2020-06-25,6233
Senegal,SEN,2020-06-26,6354
Senegal,SEN,2020-06-27,6459
Senegal,SEN,2020-06-28,6586
Senegal,SEN,2020-06-29,6698
Senegal,SEN,2020-06-30,6793
Senegal,SEN,2020-07-01,6925
Senegal,SEN,2020-07-02,7054
Senegal,SEN,2020-07-03,7164
Senegal,SEN,2020-07-04,7272
Senegal,SEN,2020-07-05,7400
Senegal,SEN,2020-07-06,7478
Senegal,SEN,2020-07-07,7547
Senegal,SEN,2020-07-08,7657
Senegal,SEN,2020-07-09,7784
Senegal,SEN,2020-07-10,7882
Senegal,SEN,2020-07-11,8014
Senegal,SEN,2020-07-12,8135
Senegal,SEN,2020-07-13,8198
Senegal,SEN,2020-07-14,8243
Senegal,SEN,2020-07-15,8369
Senegal,SEN,2020-07-16,8481
Senegal,SEN,2020-07-17,8544
Senegal,SEN,2020-07-18,8669
Senegal,SEN,2020-07-19,8810
Senegal,SEN,2020-07-20,8948
Senegal,SEN,2020-07-21,8985
Senegal,SEN,2020-07-22,9121
Senegal,SEN,2020-07-23,9266
Senegal,SEN,2020-07-24,9422
Senegal,SEN,2020-07-25,9552
Senegal,SEN,2020-07-26,9681
Senegal,SEN,2020-07-27,9764
Senegal,SEN,2020-07-28,9805
Senegal,SEN,2020-07-29,9961
Senegal,SEN,2020-07-30,10106
Senegal,SEN,2020-07-31,10232
Senegal,SEN,2020-08-01,10284
Senegal,SEN,2020-08-02,10344
